Date,Open,High,Low,Close,Adj Close,Volume,Company,Month
2024-01-02,187.1499938964844,188.44000244140625,183.88999938964844,185.63999938964844,184.93821716308597,82488700,Apple,January
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,183.5534820556641,58414500,Apple,January
2024-01-04,182.1499938964844,183.08999633789065,180.8800048828125,181.91000366210935,181.2223358154297,71983600,Apple,January
2024-01-05,181.9900054931641,182.75999450683597,180.1699981689453,181.17999267578125,180.4950714111328,62303300,Apple,January
2024-01-08,182.08999633789065,185.6000061035156,181.5,185.55999755859372,184.8585205078125,59144500,Apple,January
2024-01-09,183.9199981689453,185.1499938964844,182.72999572753903,185.13999938964844,184.4401092529297,42841800,Apple,January
2024-01-10,184.3500061035156,186.3999938964844,183.9199981689453,186.19000244140625,185.48614501953125,46792900,Apple,January
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789065,184.88841247558597,49128400,Apple,January
2024-01-12,186.05999755859372,186.7400054931641,185.19000244140625,185.9199981689453,185.2171630859375,40444700,Apple,January
2024-01-16,182.16000366210935,184.25999450683597,180.92999267578125,183.6300048828125,182.93582153320312,65603000,Apple,January
2024-01-17,181.2700042724609,182.92999267578125,180.3000030517578,182.67999267578125,181.98941040039065,47317400,Apple,January
2024-01-18,186.08999633789065,189.13999938964844,185.8300018310547,188.6300048828125,187.91693115234372,78005800,Apple,January
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859372,190.8358459472656,68741000,Apple,January
2024-01-22,192.3000030517578,195.3300018310547,192.25999450683597,193.88999938964844,193.1570281982422,60133900,Apple,January
2024-01-23,195.0200042724609,195.75,193.8300018310547,195.17999267578125,194.4421539306641,42355600,Apple,January
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789065,194.5,193.7647247314453,53631300,Apple,January
2024-01-25,195.22000122070312,196.2700042724609,193.1100006103516,194.1699981689453,193.43597412109372,54822100,Apple,January
2024-01-26,194.2700042724609,194.75999450683597,191.94000244140625,192.4199981689453,191.69259643554688,44594000,Apple,January
2024-01-29,192.00999450683597,192.1999969482422,189.5800018310547,191.72999572753903,191.0052032470703,47145600,Apple,January
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,187.3291473388672,55859400,Apple,January
2024-01-31,187.0399932861328,187.1000061035156,184.3500061035156,184.3999938964844,183.70291137695312,55467800,Apple,January
2024-02-01,183.9900054931641,186.9499969482422,183.82000732421875,186.8600006103516,186.15362548828125,64885400,Apple,February
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.8500061035156,185.14743041992188,102518000,Apple,February
2024-02-05,188.1499938964844,189.25,185.83999633789065,187.67999267578125,186.9705047607422,69668800,Apple,February
2024-02-06,186.8600006103516,189.30999755859372,186.7700042724609,189.3000030517578,188.5843963623047,43490800,Apple,February
2024-02-07,190.63999938964844,191.0500030517578,188.6100006103516,189.41000366210935,188.6939849853516,53439000,Apple,February
2024-02-08,189.38999938964844,189.5399932861328,187.3500061035156,188.32000732421875,187.6081085205078,40962000,Apple,February
2024-02-09,188.6499938964844,189.9900054931641,188.0,188.8500061035156,188.37615966796875,45155200,Apple,February
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,186.680419921875,41781900,Apple,February
2024-02-13,185.7700042724609,186.2100067138672,183.50999450683597,185.0399932861328,184.57571411132807,56529500,Apple,February
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.1499938964844,183.6879425048828,54630500,Apple,February
2024-02-15,183.5500030517578,184.4900054931641,181.3500061035156,183.8600006103516,183.398681640625,65434500,Apple,February
2024-02-16,183.4199981689453,184.8500061035156,181.6699981689453,182.30999755859372,181.85255432128903,49701400,Apple,February
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.55999755859372,181.1044464111328,53665600,Apple,February
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210935,182.32000732421875,181.862548828125,41529700,Apple,February
2024-02-22,183.47999572753903,184.9600067138672,182.4600067138672,184.3699951171875,183.9073944091797,52292200,Apple,February
2024-02-23,185.00999450683597,185.0399932861328,182.22999572753903,182.5200042724609,182.06204223632807,45119700,Apple,February
2024-02-26,182.2400054931641,182.75999450683597,180.6499938964844,181.16000366210935,180.70545959472656,40867400,Apple,February
2024-02-27,181.1000061035156,183.9199981689453,179.55999755859375,182.6300048828125,182.17176818847656,54318900,Apple,February
2024-02-28,182.50999450683597,183.1199951171875,180.1300048828125,181.4199981689453,180.9647979736328,48953900,Apple,February
2024-02-29,181.2700042724609,182.57000732421875,179.52999877929688,180.75,180.2964782714844,136682600,Apple,February
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.209228515625,73488000,Apple,March
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,174.66065979003906,81510100,Apple,March
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,169.6931610107422,95132400,Apple,March
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,168.69564819335938,68587700,Apple,March
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,168.57595825195312,71765100,Apple,March
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.30160522460938,76114600,Apple,March
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.31655883789062,60139500,Apple,March
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,172.7953338623047,59825400,Apple,March
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,170.70062255859375,52488700,Apple,March
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,172.56593322753906,72913500,Apple,March
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.18687438964844,121664700,Apple,March
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.28411865234375,75604200,Apple,March
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,175.63819885253906,55215200,Apple,March
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.22171020507812,53423100,Apple,March
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,170.9400177001953,106181300,Apple,March
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,171.8477325439453,71106600,Apple,March
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.42132568359375,54288300,Apple,March
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,169.28419494628906,57388400,Apple,March
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,172.87513732910156,60273300,Apple,March
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,171.04974365234375,65672700,Apple,March
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.60337829589844,46240500,Apple,April
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,168.41635131835938,49329500,Apple,April
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,169.2243194580078,47691700,Apple,April
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,168.39642333984375,53704400,Apple,April
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,169.1544952392578,42055200,Apple,April
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,168.02734375,37425500,Apple,April
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,169.24427795410156,42451200,Apple,April
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,167.35902404785156,49709300,Apple,April
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,174.60079956054688,91070300,Apple,April
